,Feature,Importance
0,sex,0.0011350737797956867
2,edu,0.0022701475595913734
6,Zind_disstre,0.0022701475595913734
5,Zind_figap,0.002648505486189945
4,Zind_fitheal,0.0037835792659856315
3,sport_min_kat,0.004540295119182747
7,Zind_actenj,0.005297010972379876
8,Zind_compperf,0.008702232311766936
9,Zind_aes,0.009837306091562623
1,age,0.011729095724555438
10,Zind_con,0.018161180476731
