,age,Zind_fitheal,Zind_figap,Zind_disstre,Zind_actenj,Zind_compperf,Zind_aes,Zind_con,edu_2.0,sex_2.0,sport_min_kat_0.0,sport_min_kat_1.0,sport_min_kat_2.0,sport_min_kat_3.0
0,-0.004545467348564933,-0.00429149134341261,-0.008792792317558864,-0.00844807155319571,-0.0002286234084115998,-0.0301846189555982,-0.009711647290380175,0.018231310197571623,0.004895141667706344,0.013019057995835,-0.00026136242853088586,-0.0001717221029795486,-0.00012229029268387,0.000520676794162652
1,-0.026679329500366108,0.003266567706905253,-0.01456243802347693,-0.004051800657026192,-0.0006888737307373932,0.028295176270281098,-0.03369693979625994,-0.012561269991467604,-0.0006992760569498721,0.00990863055440849,-0.0009491505860275305,8.859605628774278e-05,-0.001367041317993063,0.0014236087190939103
2,-0.02579881308166203,-0.014376528552164654,-0.012050064710760675,-0.008003013922416416,-0.006942978630525763,0.01246777474056936,-0.030796854953202644,0.005206433360986528,-0.00015546032010229187,0.009313640306343967,-0.0009268516410296173,-0.00016426992339831653,0.004030734725706268,-0.0012230166101430812
3,-0.023878104652362363,0.004417177923001532,-0.007527579719094507,-0.014741371583283876,-0.004723767839874038,0.02931458418209325,-0.0274540992527729,-0.013653582184734673,-0.0020942477452293618,0.008339677050384091,-0.0011093712232555322,2.6532134164243405e-05,-0.001366382068331855,0.0014556399877382338
4,-0.025647934858144216,-0.011251209904235802,0.0006614196669503036,-0.008017120028520596,-0.004266572333869116,0.01785357614675184,-0.0030327879915615606,-0.002796480695587766,-0.001081424304235954,0.0076118336397287606,-0.0004993270441008888,-0.0001569787990160535,0.0039762793881304645,-0.0003409609344622068
5,0.03157823303844642,-0.002280816064805953,-0.016022857885300397,0.010569965143954876,-0.009688057586472424,-0.045215388963190224,-0.023681026244569733,-0.011143411465998931,-0.00034505062948822116,0.00938451744535149,-0.00032226623485870793,-0.00041051287131209325,-0.0007417335846117946,0.00017094996125953922
6,-0.02097390419114266,-0.004945129562964684,-0.009573445323185993,-0.013604446049600193,-0.00015072122709078014,0.08236586706842064,-0.006625797329193339,0.004651861463868997,-0.0025512743262575115,0.015963525605476717,-0.0003754020609590723,-0.00036906814294664216,-0.0032228208572919197,-0.0007470139708944815
7,0.003143726504282528,0.0048515695323915675,-0.0018477796835230816,-0.005126921208387032,0.014349956735057127,-0.019202560597178096,-0.020754190545701986,-0.008664414694749921,0.000464559405095122,-0.02722343337552453,-0.0024497858321431095,-0.00011780097641281683,-0.00016749430718926252,0.000391727735743935
8,0.019227842675422963,-0.014227448000519522,0.0010286775377572725,-0.011280872027758885,-0.00639070281017303,-0.03952008067117637,-0.0490913454219645,0.011541244418337385,0.0011292672817195936,0.010635427729928927,0.012875232629626115,-0.0001750714524950023,-0.0006645644527941793,3.441299541758621e-05
9,-0.013647299468659098,0.013057712318435975,-0.005606734913231177,-0.006142340243900711,-0.003823608666364507,-0.019497022950047665,-0.01811799752949551,0.0014882271239610068,0.0013104066255848733,-0.01908265645204222,-0.0003264813335293845,-9.826983834914778e-05,-0.00047831488762000915,0.00027820557368487295
10,-0.03956967997792459,-0.009705929680733734,-0.016309695071414693,-0.015737027172308675,0.01572472143731659,-0.03798304838840384,0.06184693786630682,-0.001935246441386453,-0.0016250760288751857,0.00857194950050326,-0.0005552418177910566,-0.0007237557018943645,-0.00039464387170834377,0.0003927557796432929
11,-0.02949976303239348,0.003554910646027502,-0.006747157956149873,-0.011931354426646067,0.001066184929485192,-0.008592029482190604,0.0040436659598193335,0.000620920959145576,8.79851613219002e-05,-0.022408084500804996,-0.0006100041644051993,-0.0004145258526235111,-0.0004487494612025625,0.0005666883186113926
12,-0.0012337336169957742,-0.008657766915532128,-0.008233085217461494,-0.01902883276471289,-0.011533433639640836,0.031060781728604964,-0.03852628449538282,-0.00107996915081255,-0.00202588043945739,0.009712046142224423,-0.0013072664142878805,0.00043060329713967603,-0.002046047289407033,0.0009197497274603182
13,0.007427591790617735,0.04057000060104046,-0.013759225931251229,-0.009291090510039509,-0.0014653921677877854,-0.014711683010086997,-0.019769633985755677,-0.007189488244859845,-0.000500025916558537,-0.030165733319463067,-0.00025940583454405863,-0.0008890278913008744,-0.00029804409270767186,0.00014540116624718393
14,-0.015877576357470807,0.010190172804476559,-0.007693765459365423,0.009456135597612141,0.003978797101954151,-0.030872414407661825,-0.04443234366709374,0.010052020946152103,-0.00015611871036070774,0.00817624076155428,-0.0003183381852212718,-0.0005751025088150861,-0.0007819268158282789,0.00039245062465658755
15,0.005940242525088338,-0.007589570344945556,0.009109366931597614,0.023645826693350247,0.01952491889691801,-0.045257169790798316,-0.01117833451747863,0.016802998282286673,0.0006378304122471474,-0.04257774877110992,-0.0009171916694823047,-0.00047403832587029427,-0.0006521217845837171,0.0007181230052202774
16,-0.05306287898394063,0.009007244683337658,-0.014901521171486451,-0.021804783547021266,-0.0028556121452236976,-0.03837117688993162,0.09822877172342014,-0.0222408236951703,-0.0017030433411938076,0.017520866713499696,-0.0005433658671225123,-0.000300320793683923,-0.0002808161308268327,0.0011517020988945895
