,age,Zind_fitheal,Zind_figap,Zind_disstre,Zind_actenj,Zind_compperf,Zind_aes,Zind_con,edu_-999.0,edu_1.0,edu_2.0,sex_2.0,sport_min_kat_-999.0,sport_min_kat_0.0,sport_min_kat_1.0,sport_min_kat_2.0,sport_min_kat_3.0
0,0.0027297288288773455,-0.004923363990549746,-0.0004962494968530071,0.0007215268356279613,0.0012332625186918154,-0.0006212443705966395,-2.8712136695132294e-05,-0.001428358301364311,0.0,0.0,0.0,-0.0019112641861901993,0.0,0.0,0.0,0.0,0.00515109878320135
1,0.002283589629738865,0.001224267022048356,0.0001786802786519866,0.000503164793148583,0.004491442794877434,0.0006908396821134076,2.8843616107361063e-05,0.008103372563594658,0.0,0.0,0.0,-3.2197372390083915e-06,0.0,0.0,0.0,0.0,-0.002427005382309162
2,0.0027716293704482626,0.002543237675358212,0.001602315431868085,0.0007215268356279613,0.0004017971536510494,0.0011458380739586874,1.6996877671918366e-05,0.001479942550292745,0.0,0.0,0.0,-0.00040301728147715927,0.0,0.0,0.0,0.0,0.0030651707528454447
3,0.0025672972925984525,0.0008092836578018175,-0.00019942174576131666,0.0009612000743314401,3.38966415097079e-05,0.0026863028755507454,3.55049313431488e-05,0.0026337353290405148,0.0,0.0,0.0,-0.00038183930147807485,0.0,0.0,0.0,0.0,0.004199477685308769
4,0.0021196522166138138,-0.0006010984502460354,0.0001786802786519866,-0.0012962561588445562,0.004482034127945423,0.0007358124275439071,2.8843616107361063e-05,0.008136473774903286,0.0,0.0,0.0,0.0002800388415149045,0.0,0.0,0.0,0.0,0.0010097945865423898
5,0.00493934364437524,-0.012106958194613689,-0.00029834206893432965,0.001897084287850381,-0.024266012495247565,-0.023354297903976425,-5.354855347769124e-05,-0.0009608191064207986,0.0,0.0,0.0,-1.8736607306307583e-05,0.0,0.0,0.0,0.0,0.003167230000419143
6,0.002675436990491364,0.0029405027442529603,-0.00013125907619325656,1.665521401404721e-05,0.0015342051470610717,0.0014725367316919212,7.99293550949923e-05,0.0029859109043486676,0.0,0.0,0.0,-0.00040301728147715927,0.0,0.0,0.0,0.0,0.0021745367109605985
7,-0.007861294917668253,0.002085426628715026,7.460309311252349e-05,0.0005493267751794882,-0.0023349507450673703,-0.014137554587975831,-0.00180582645757583,0.00047506400055065504,0.0,0.0,0.0,0.00026671043820899933,0.0,0.0,0.0,0.0,0.0025277477182779756
8,0.011028844340905349,0.0022404947708279926,-0.00022794909244577618,0.0022467527395746006,0.003355343172621952,-0.0032019014196285112,-0.000152744471660723,0.001224036177846782,0.0,0.0,0.0,0.0009225267153348736,0.0,0.0,0.0,0.0,0.0011130642983662956
9,0.0020792575518890546,-0.0005096869955080384,0.0002036349165196839,0.000742838031852062,0.004407894044476447,0.002388874771394662,4.73516697785915e-05,0.008122858409879101,0.0,0.0,0.0,1.7958242760076015e-05,0.0,0.0,0.0,0.0,-0.002427005382309162
10,-0.006487696708623553,-0.0003261026245609039,-0.00032057221195177393,-0.0026859958699402445,-0.001746223077555289,-0.001661612376901093,-1.8304428636078362e-05,-0.008208323834442482,0.0,0.0,0.0,-0.0003657065628282701,0.0,0.0,0.0,0.0,-0.00022688571410609302
11,0.002792013510960681,-0.004921712513570487,-0.00022437638362901406,0.0006565222753960854,0.0001174453919106951,-0.0003339824091908247,0.00011228291312018735,0.0024309174278816905,0.0,0.0,0.0,-0.0019112641861901993,0.0,0.0,0.0,0.0,0.001708578457460623
12,-0.0021729503722056334,0.0007850290502248784,0.0007289385614521548,0.0003819259853584154,0.004293541431666817,0.0038781980968808937,4.9165228581397606e-05,0.007724993887541348,0.0,0.0,0.0,0.0009096024965228055,0.0,0.0,0.0,0.0,-0.0015044691052905938
13,0.0027297288288773455,0.002555925142882018,-0.0005262040925819167,0.0007215268356279613,0.0005550691689939748,0.0005811142004156016,-1.8304428636078362e-05,-0.0008687125956979835,0.0,0.0,0.0,-0.00040301728147715927,0.0,0.0,0.0,0.0,0.008018311661841443
14,0.0030598369779171125,0.0009978068470804964,0.0018001314500106812,0.0008705193241355885,-0.0034148845314721133,-0.0002854819825207494,0.00023187357385198035,0.005577994358765862,0.0,0.0,0.0,-6.773268903576465e-05,0.0,0.0,0.0,0.0,-0.005161345922594414
15,0.002283589629738865,0.001224267022048356,0.003948765809476381,0.000503164793148583,-0.009755435237765413,-0.0020713027005897604,1.927847063419064e-05,-0.005370668791981882,0.0,0.0,0.0,-3.2197372390083915e-06,0.0,0.0,0.0,0.0,-0.008615503175217566
16,0.00710117114495728,0.0013181959529871812,-0.00047512174395871387,0.0026939290953014276,0.0005550691689939748,0.0008836032852669612,-1.8304428636078362e-05,-0.0015760955520910008,0.0,0.0,0.0,0.00084748612913873,0.0,0.0,0.0,0.0,0.008639744933040368
17,0.002283589629738865,-0.000984024574637719,-0.0004056635817435851,0.000503164793148583,-0.0012197078410640287,-0.000559805688902961,0.00023187357385198035,0.005964456378756097,0.0,0.0,0.0,-0.00029821697008602607,0.0,0.0,0.0,0.0,-0.0019069483129225283
18,-0.011842009687615854,-0.007077983709798462,0.0006628384087928588,0.0011675827256931762,-0.00031817914801569094,-0.007041122364759472,5.790113483770678e-05,-0.0003334225562639166,0.0,0.0,0.0,-0.0026138348893730355,0.0,0.0,0.0,0.0,0.001793377170803306
19,0.0020720255465281694,-0.0014039986048993245,-0.001811669301193102,-0.003267518623972454,0.0024727345354538114,0.0019945017670046435,4.014562768555154e-06,-0.007826459902512522,0.0,0.0,0.0,-0.0013499082299174648,0.0,0.0,0.0,0.0,-0.004471760276935368
20,-0.007641493172815765,-0.00034753621724230863,-0.0010439480994068528,0.0005493267751794882,-0.0023849626323918524,-0.01037596159224717,-4.703672075470315e-05,-0.0004177195480399125,0.0,0.0,0.0,-9.760523677940013e-05,0.0,0.0,0.0,0.0,0.0016461883902558689
21,0.002283589629738865,0.001224267022048356,0.0001786802786519866,0.000503164793148583,0.004491442794877434,0.0006908396821134076,2.8843616107361063e-05,0.008103372563594658,0.0,0.0,0.0,-3.2197372390083915e-06,0.0,0.0,0.0,0.0,-0.002427005382309162
22,-0.008477548723465025,0.006122425223558834,0.005148109957206686,-0.0016598421317477678,0.00038669875353577793,0.002525239661450663,-4.703672075470315e-05,0.0018897857517571198,0.0,0.0,0.0,-0.0030810792140228975,0.0,0.0,0.0,0.0,0.0014573393813194935
23,0.0002657865394091852,-0.0014769007749217927,0.0005855134326726452,0.004148675189586829,0.001629684040717734,0.0038066526163152824,-1.8605842069155553e-05,-0.004386772944456806,0.0,0.0,0.0,-0.00012456333473041416,0.0,0.0,0.0,0.0,0.0007654740801444527
24,0.01050091536446192,0.002255659508557955,-0.0004695136432238808,0.0017012175610089872,0.001812041403339458,0.008433032040068515,-0.00013906801106239016,-0.0025202108614321233,0.0,0.0,0.0,-0.0002443280837341342,0.0,0.0,0.0,0.0,-0.002781278046241465
25,-0.003158553391519816,-0.000356883673725794,-0.005216151109407329,0.000836937770569811,0.0008159398806967651,-0.0010026384124138732,1.3746179744088381e-05,-0.0005201497711889041,0.0,0.0,0.0,-0.0021960008375829132,0.0,0.0,0.0,0.0,-0.002804285162847093
26,0.002283589629738865,0.001224267022048356,0.0001786802786519866,0.000503164793148583,0.004491442794877434,0.0006908396821134076,2.8843616107361063e-05,0.008103372563594658,0.0,0.0,0.0,-3.2197372390083915e-06,0.0,0.0,0.0,0.0,-0.002427005382309162
27,0.0025672972925984525,0.0008092836578018175,-0.00010630443832555913,0.0009612000743314401,0.001460065063592096,0.0028526502568133683,3.151373317953726e-06,0.0030053967506331134,0.0,0.0,0.0,-0.00038183930147807485,0.0,0.0,0.0,0.0,0.0021745367109605985
28,0.008662657178745847,0.003943555476333852,-0.000626135396951776,0.0017245006208364594,0.0034145708468052488,-0.0005516139508062175,-0.0008994150570561119,-0.0006475262514963813,0.0,0.0,0.0,0.0009915271005841966,0.0,0.0,0.0,0.0,0.0025363466647477166
29,0.0005867983618739073,0.001025871171329957,-0.001960055765812623,0.0005214978060899461,0.0011186415770648211,-0.0030890066645673175,1.927847063419064e-05,-0.012141654632791815,0.0,0.0,0.0,3.9028108870511435e-05,0.0,0.0,0.0,0.0,0.00029156303963336815
30,0.00847528829228044,-0.004749726662854472,-0.00016037134763579098,0.004007848192450508,0.00318579933494975,-0.0067826676187719885,-3.45740242695817e-05,0.0027408639240248498,0.0,0.0,0.0,-1.105757657417791e-05,0.0,0.0,0.0,0.0,-0.0014764595109315732
