,0,1,2,3,4,5,6,7
0,0.06500698811307386,0.03655404847545754,0.0,0.07624834167065576,0.08564814736310682,0.04250181711160762,0.044093501738630206,0.0
1,0.050978032882380724,0.06687339209632381,0.10511860005785853,0.05917939498053604,0.0,0.009495266763178276,0.0010974776106584697,0.08421837680635871
2,0.07899855404742234,0.051529425856291985,0.0,0.007795903313595177,0.08507433177945962,0.061621638782997645,0.05239658802719364,0.0
3,0.054375592378984795,0.03593372929332024,0.0002672254562157153,0.010172455612298837,0.0,0.09619192826232843,0.03738251399903959,0.037399029299403926
4,0.05654793279661982,0.0073301772501601775,0.001270572443420808,0.05798911649395569,0.0,0.09069044469440903,0.0340355127922078,0.035134523717191536
5,0.041306875825933176,0.05086896549455714,0.0,0.023209645912674444,0.0,0.0655069605244611,0.11697056836250731,0.011263500474110975
6,0.06855019279772342,0.04552664640056681,0.10580776790385327,0.000773726193237914,0.08498920162151395,0.0,0.05606581916520382,0.060170508946604175
7,0.04255142019025151,0.07648018678603581,0.0,0.007191654753329158,0.08692724109918218,0.06636721622858334,0.003924166453868493,0.01977319011786667
8,0.03137383902590612,0.0,0.000620850980754061,0.011087303439773068,0.08577061787266231,0.10350145392758256,0.0,0.04762291771804085
9,0.0480474082019468,0.038601970857732405,0.00017144001786476406,0.02736284417113887,0.0,0.09696175837636015,0.03324832147327047,0.028946624878805376
10,0.049094752171950605,0.04294149193197832,0.0011145156313725577,0.02129087483905945,0.0,0.0847885775356048,0.07118847501856632,0.015397213774806398
11,0.07053921480596735,0.026256441527062552,0.0018885795525748381,0.03677906280750972,0.0,0.06939506538413974,0.016031773938080012,0.07239998808760653
12,0.018608724233862076,0.06726139353587662,0.0,0.06582301050087946,0.08783205275431896,0.01968977520606574,0.04350488776808511,0.03289008793893758
13,0.05753093866363321,0.03629187507909433,0.00015917055252067684,0.03607421727834317,0.08627560146780748,0.08337367779565329,0.0011106431744539616,0.0046860933696786025
14,0.05795149359455103,0.02148063571540868,0.0009690930102750092,0.0706851026587731,0.0857666922987555,0.07413594763124981,0.0,0.0
15,0.029060552014148065,0.06152493057074582,0.0,0.08224352596277945,0.08780140289757643,0.019820141180869326,0.025394017990661016,0.030711118160910964
16,0.05299808055809875,0.00158879528905951,0.0,0.0704309922363434,0.08636283258539015,0.05169148256442243,0.010509881441977462,0.06382154692732106
17,0.04256918323261658,0.013234350866885838,0.0,0.0405289852167724,0.05426058426671965,0.06611475178262545,0.011871884698876643,0.0780837544514292
18,0.05164595865982994,0.0,0.0,0.06831259255177649,0.045126297072240425,0.05011672008848512,0.09426932506721825,0.03172726898236439
19,0.05033926693857528,0.017208767181490937,0.0,0.06397756486653143,0.08645972282530195,0.07215725801117177,0.01638062383347367,0.01720003580984353
20,0.024266390762923484,0.05032456120652347,0.0,0.04860548787225712,0.08687576415677406,0.04655342824541684,0.0,0.0633019486665593
21,0.04274462521800404,0.03940240875191605,0.0,0.05416194694781323,0.08680280073379304,0.07258053355993888,0.01735722604012806,0.003803818756185777
22,0.04885773688007278,0.036761000352579704,0.00012259744753938303,0.0656935900132123,0.05788013480248448,0.05784129625853582,0.05453038566929041,0.0
23,0.03351522570975913,0.03523984011981246,0.0,0.0648804937195165,0.057537757325193194,0.0382562675404025,0.054100875215365093,0.05267477803571174
24,0.07159419614510903,0.009436171630660297,0.0,0.016457142061716355,0.08567365178720401,0.08178028764971637,0.007859860155356018,0.04386887521935654
25,0.044894425064443154,0.07209496496238654,0.0010001160923502725,0.03812769951585086,0.08705574315450311,0.05589704033312557,0.014583054606625217,0.0
26,0.02803903487879579,0.0822089331319194,0.0,0.0254226877849875,0.06704778143803578,0.029111232574745974,0.023088817150597706,0.06587738316870759
27,0.03348449413099045,0.06028661183406896,0.0,0.08839264240736322,0.08760470091384698,0.03246554309133895,0.00625185445981988,0.017178441083474723
28,0.063030687055871,0.0281739171251398,0.0004078755854443879,0.011224435081359547,0.08600062066590577,0.08502067110558517,0.013676489678872104,0.022915448301311658
29,0.040799705600465135,0.050367107465302104,0.0,0.0,0.08669109475037366,0.061344766924896925,0.07240976106728945,0.018352670546669052
30,0.031102579228385323,0.07526473341860297,0.0,0.043393429083651666,0.08765388853788066,0.011603329651405002,0.005915597454351391,0.07495260466906348
31,0.06484915724166863,0.042478416864656254,0.00015533990923538883,0.00613732709030042,0.08619095072229475,0.068496558512582,0.004145855467056544,0.04070030305469491
32,0.04199117124947741,0.03947601648238957,0.0,0.04222321471034798,0.056015987092910946,0.05360527872578532,0.0687385310494879,0.029562887427613198
33,0.05132333214964823,0.025657279610720934,0.0,0.03603638895262155,0.08646623170245575,0.07026427510438676,0.018088021023564712,0.036397646494269346
34,0.05907253862847797,0.0,0.0,0.075821312766453,0.08628879153368148,0.04485070763563638,0.02418496819667793,0.05121503299589286
35,0.06295838068492322,0.04238590837169552,0.0029859426816984157,0.08619340721898278,0.08696614280779746,0.014042313331193459,0.0,0.03807170770986917
36,0.03610937458392237,0.06447764933754392,0.0,0.038166775313501954,0.08699529559139835,0.0405072445112937,0.0,0.04830817741869383
37,0.04547174911936706,0.0690639021963909,0.0,0.0,0.08614079210134817,0.053798809137081786,0.0,0.05909715711963821
38,0.02327910129692898,0.07602949806690129,0.0,0.05692638769166478,0.06682495477382107,0.022616007199037773,0.010331728258369416,0.06491786391980944
